1A	29000000	30000000	1
1A	314000000	315000000	1
1A	331000000	332000000	1
1A	370000000	371000000	2
1A	423000000	424000000	1
1A	511000000	512000000	1
1A	558000000	559000000	1
1B	43000000	44000000	2
1B	44000000	45000000	1
1B	84000000	85000000	1
1B	374000000	375000000	1
1B	411000000	412000000	1
1B	454000000	455000000	1
1B	610000000	611000000	1
2A	40000000	41000000	1
2A	536000000	537000000	2
2A	609000000	610000000	1
2A	685000000	686000000	3
2A	695000000	696000000	1
2A	701000000	702000000	1
2A	719000000	720000000	1
2A	723000000	724000000	1
2A	749000000	750000000	1
2A	781000000	782000000	1
2A	782000000	783000000	1
2B	37000000	38000000	1
2B	477000000	478000000	2
2B	553000000	554000000	1
2B	644000000	645000000	2
2B	660000000	661000000	1
2B	694000000	695000000	1
2B	746000000	747000000	1
2B	749000000	750000000	1
2B	804000000	805000000	1
3A	6000000	7000000	1
3A	8000000	9000000	2
3A	12000000	13000000	1
3A	32000000	33000000	1
3A	73000000	74000000	3
3A	75000000	76000000	2
3A	140000000	141000000	1
3A	160000000	161000000	1
3A	456000000	457000000	1
3A	714000000	715000000	1
3A	749000000	750000000	1
3B	12000000	13000000	1
3B	52000000	53000000	1
3B	121000000	122000000	3
3B	124000000	125000000	2
3B	191000000	192000000	1
3B	223000000	224000000	1
3B	261000000	262000000	1
3B	451000000	452000000	1
3B	850000000	851000000	1
4A	16000000	17000000	1
4A	561000000	562000000	1
4A	611000000	612000000	1
4A	612000000	613000000	1
4A	617000000	618000000	1
4A	621000000	622000000	3
4B	32000000	33000000	2
4B	121000000	122000000	1
4B	581000000	582000000	1
4B	625000000	626000000	5
4B	642000000	643000000	1
4B	675000000	676000000	3
5A	57000000	58000000	1
5A	82000000	83000000	1
5A	447000000	448000000	1
5A	457000000	458000000	1
5A	482000000	483000000	1
5A	586000000	587000000	1
5A	628000000	629000000	1
5A	655000000	656000000	1
5A	674000000	675000000	1
5A	699000000	700000000	1
5B	25000000	26000000	5
5B	78000000	79000000	1
5B	417000000	418000000	1
5B	430000000	431000000	1
5B	584000000	585000000	1
5B	636000000	637000000	1
5B	674000000	675000000	1
5B	678000000	679000000	1
5B	689000000	690000000	1
5B	710000000	711000000	1
5B	718000000	719000000	1
6A	8000000	9000000	1
6A	23000000	24000000	1
6A	34000000	35000000	1
6A	68000000	69000000	1
6A	112000000	113000000	1
6A	132000000	133000000	1
6A	443000000	444000000	1
6A	473000000	474000000	1
6A	562000000	563000000	1
6A	598000000	599000000	2
6A	610000000	611000000	1
6A	619000000	620000000	1
6A	623000000	624000000	1
6B	40000000	41000000	1
6B	75000000	76000000	1
6B	110000000	111000000	1
6B	127000000	128000000	1
6B	177000000	178000000	1
6B	199000000	200000000	1
6B	450000000	451000000	1
6B	508000000	509000000	1
6B	637000000	638000000	1
6B	693000000	694000000	2
6B	712000000	713000000	1
6B	725000000	726000000	1
7A	5000000	6000000	1
7A	38000000	39000000	1
7A	92000000	93000000	1
7A	458000000	459000000	2
7A	573000000	574000000	1
7A	700000000	701000000	1
7B	35000000	36000000	1
7B	79000000	80000000	1
7B	116000000	117000000	1
7B	473000000	474000000	1
7B	523000000	524000000	1
7B	676000000	677000000	1
